trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
15624533,07:00:00,07:00:00,2753,12,0,0
15624534,08:00:00,08:00:00,1,0,0,0
15624534,08:00:00,08:00:00,323,1,0,0
15624534,08:00:00,08:00:00,325,2,0,0
15624534,08:01:00,08:01:00,332,3,0,0
15624534,08:02:00,08:02:00,338,4,0,0
15624534,08:03:00,08:03:00,340,5,0,0
15624534,08:04:00,08:04:00,7973,6,0,0
15624534,09:56:00,09:56:00,7090,7,0,0
15624534,09:56:00,09:56:00,7078,8,0,0
15624534,09:57:00,09:57:00,1352,9,0,0
15624534,09:58:00,09:58:00,2004,10,0,0
15624534,09:59:00,09:59:00,1910,11,0,0
15624534,10:00:00,10:00:00,1297,12,0,0
15624535,05:20:00,05:20:00,7994,0,0,0
15624535,05:30:00,05:30:00,5683,1,0,0
15624535,05:39:00,05:39:00,5858,2,0,0
15624535,05:41:00,05:41:00,5867,3,0,0
15624535,05:42:00,05:42:00,8041,4,0,0
15624535,05:43:00,05:43:00,339,5,0,0
15624535,05:44:00,05:44:00,337,6,0,0
15624535,05:46:00,05:46:00,333,7,0,0
15624535,06:56:00,06:56:00,326,8,0,0
15624535,06:56:00,06:56:00,324,9,0,0
15624535,06:57:00,06:57:00,1,10,0,0
15624536,07:15:00,07:15:00,1,0,0,0
15624536,07:17:00,07:17:00,323,1,0,0
15624536,07:18:00,07:18:00,325,2,0,0
15624536,07:20:00,07:20:00,332,3,0,0
15624536,07:22:00,07:22:00,338,4,0,0
15624536,07:25:00,07:25:00,340,5,0,0
15624536,07:30:00,07:30:00,7973,6,0,0
15624536,08:44:00,08:44:00,5901,7,0,0
15624536,08:46:00,08:46:00,5859,8,0,0
15624536,08:48:00,08:48:00,5853,9,0,0
15624536,08:49:00,08:49:00,5849,10,0,0
15624536,08:50:00,08:50:00,5848,11,0,0
15624536,08:52:00,08:52:00,5603,12,0,0
15624536,09:01:00,09:01:00,8010,13,0,0
15624536,09:05:00,09:05:00,7994,14,0,0
15624537,09:45:00,09:45:00,7994,0,0,0
15624537,09:50:00,09:50:00,5683,1,0,0
15624537,10:05:00,10:05:00,5602,2,0,0
15624537,10:09:00,10:09:00,5847,3,0,0
15624537,10:13:00,10:13:00,5850,4,0,0
15624537,10:17:00,10:17:00,5854,5,0,0
15624537,10:21:00,10:21:00,5858,6,0,0
15624537,10:28:00,10:28:00,5867,7,0,0
15624537,11:20:00,11:20:00,7973,8,0,0
15624537,11:26:00,11:26:00,339,9,0,0
15624537,11:28:00,11:28:00,337,10,0,0
15624537,11:30:00,11:30:00,333,11,0,0
15624537,11:32:00,11:32:00,326,12,0,0
15624537,11:38:00,11:38:00,324,13,0,0
15624537,11:40:00,11:40:00,1,14,0,0
15624538,12:00:00,12:00:00,1,0,0,0
15624538,12:02:00,12:02:00,323,1,0,0
15624538,12:05:00,12:05:00,325,2,0,0
15624538,12:07:00,12:07:00,332,3,0,0
15624538,12:10:00,12:10:00,338,4,0,0
15624538,12:13:00,12:13:00,340,5,0,0
15624538,12:15:00,12:15:00,7973,6,0,0
15624538,12:30:00,12:30:00,7060,7,0,0
15624538,13:09:00,13:09:00,5901,8,0,0
15624538,13:15:00,13:15:00,5859,9,0,0
15624538,13:19:00,13:19:00,5853,10,0,0
15624538,13:22:00,13:22:00,5849,11,0,0
15624538,13:26:00,13:26:00,5848,12,0,0
15624538,13:30:00,13:30:00,5603,13,0,0
15624538,13:40:00,13:40:00,8010,14,0,0
15624538,13:45:00,13:45:00,7994,15,0,0
15624539,05:25:00,05:25:00,3906,0,0,0
15624539,05:40:00,05:40:00,4728,1,0,0
15624539,05:44:00,05:44:00,4865,2,0,0
15624539,05:47:00,05:47:00,8018,3,0,0
15624539,05:53:00,05:53:00,5097,4,0,0
15624539,05:58:00,05:58:00,5213,5,0,0
15624539,06:40:00,06:40:00,7973,6,0,0
15624539,06:47:00,06:47:00,339,7,0,0
15624539,06:49:00,06:49:00,337,8,0,0
15624539,06:55:00,06:55:00,326,9,0,0
15624539,07:00:00,07:00:00,2845,10,0,0
15624539,07:05:00,07:05:00,2839,11,0,0
15624539,07:07:00,07:07:00,2788,12,0,0
15624539,07:10:00,07:10:00,2754,13,0,0
15624539,07:15:00,07:15:00,1,14,0,0
15624540,08:00:00,08:00:00,1,0,0,0
15624540,08:01:00,08:01:00,323,1,0,0
15624540,08:03:00,08:03:00,325,2,0,0
15624540,08:05:00,08:05:00,332,3,0,0
15624540,08:11:00,08:11:00,338,4,0,0
15624540,08:15:00,08:15:00,340,5,0,0
15624540,08:17:00,08:17:00,7973,6,0,0
15624540,08:48:00,08:48:00,7194,7,0,0
15624540,09:04:00,09:04:00,3949,8,0,0
15624540,09:17:00,09:17:00,3963,9,0,0
15624540,09:24:00,09:24:00,3968,10,0,0
15624540,09:28:00,09:28:00,3971,11,0,0
15624540,09:31:00,09:31:00,3974,12,0,0
15624540,09:35:00,09:35:00,3975,13,0,0
15624540,09:45:00,09:45:00,3906,14,0,0
15624541,11:20:00,11:20:00,3906,0,0,0
15624541,11:40:00,11:40:00,4728,1,0,0
15624541,11:42:00,11:42:00,4865,2,0,0
15624541,11:44:00,11:44:00,8018,3,0,0
15624541,11:49:00,11:49:00,5097,4,0,0
15624541,11:57:00,11:57:00,5213,5,0,0
15624541,12:44:00,12:44:00,7973,6,0,0
15624541,12:49:00,12:49:00,339,7,0,0
15624541,12:51:00,12:51:00,337,8,0,0
15624541,12:52:00,12:52:00,333,9,0,0
15624541,12:54:00,12:54:00,326,10,0,0
15624541,12:57:00,12:57:00,324,11,0,0
15624541,13:00:00,13:00:00,1,12,0,0
15624542,13:15:00,13:15:00,1,0,0,0
15624542,13:15:00,13:15:00,323,1,0,0
15624542,13:16:00,13:16:00,325,2,0,0
15624542,13:17:00,13:17:00,332,3,0,0
15624542,13:18:00,13:18:00,338,4,0,0
15624542,13:19:00,13:19:00,340,5,0,0
15624542,13:21:00,13:21:00,7973,6,0,0
15624542,14:38:00,14:38:00,5213,7,0,0
15624542,14:44:00,14:44:00,5098,8,0,0
15624542,14:51:00,14:51:00,8019,9,0,0
15624542,14:52:00,14:52:00,4864,10,0,0
15624542,14:54:00,14:54:00,4729,11,0,0
15624542,15:00:00,15:00:00,5258,12,0,0
15624543,05:30:00,05:30:00,1297,0,0,0
15624543,05:31:00,05:31:00,1975,1,0,0
15624543,05:32:00,05:32:00,1303,2,0,0
15624543,05:34:00,05:34:00,7073,3,0,0
15624543,05:35:00,05:35:00,7074,4,0,0
15624543,07:23:00,07:23:00,7973,5,0,0
15624543,07:25:00,07:25:00,339,6,0,0
15624543,07:26:00,07:26:00,337,7,0,0
15624543,07:26:00,07:26:00,333,8,0,0
15624543,07:27:00,07:27:00,326,9,0,0
15624543,07:28:00,07:28:00,324,10,0,0
15624543,07:28:00,07:28:00,1,11,0,0
15624543,07:30:00,07:30:00,2753,12,0,0
15624544,10:00:00,10:00:00,1,0,0,0
15624544,10:01:00,10:01:00,323,1,0,0
15624544,10:03:00,10:03:00,325,2,0,0
15624544,10:05:00,10:05:00,332,3,0,0
15624544,10:07:00,10:07:00,338,4,0,0
15624544,10:09:00,10:09:00,340,5,0,0
15624544,10:11:00,10:11:00,7973,6,0,0
15624544,11:56:00,11:56:00,7090,7,0,0
15624544,11:57:00,11:57:00,7078,8,0,0
15624544,11:57:00,11:57:00,1352,9,0,0
15624544,11:58:00,11:58:00,1910,10,0,0
15624544,12:00:00,12:00:00,1297,11,0,0
15624545,05:30:00,05:30:00,3906,0,0,0
15624545,05:38:00,05:38:00,3913,1,0,0
15624545,05:43:00,05:43:00,3916,2,0,0
15624545,05:45:00,05:45:00,3919,3,0,0
15624545,05:49:00,05:49:00,3922,4,0,0
15624545,05:56:00,05:56:00,3928,5,0,0
15624545,06:09:00,06:09:00,3944,6,0,0
15624545,06:26:00,06:26:00,7194,7,0,0
15624545,06:56:00,06:56:00,7973,8,0,0
15624545,07:03:00,07:03:00,339,9,0,0
15624545,07:04:00,07:04:00,337,10,0,0
15624545,07:07:00,07:07:00,333,11,0,0
15624545,07:10:00,07:10:00,326,12,0,0
15624545,07:13:00,07:13:00,324,13,0,0
15624545,07:20:00,07:20:00,1,14,0,0
15624546,07:30:00,07:30:00,1,0,0,0
15624546,07:31:00,07:31:00,323,1,0,0
15624546,07:31:00,07:31:00,325,2,0,0
15624546,07:32:00,07:32:00,332,3,0,0
15624546,07:34:00,07:34:00,338,4,0,0
15624546,07:35:00,07:35:00,340,5,0,0
15624546,07:37:00,07:37:00,7973,6,0,0
15624546,07:59:00,07:59:00,7060,7,0,0
15624546,08:34:00,08:34:00,7194,8,0,0
15624546,09:03:00,09:03:00,3949,9,0,0
15624546,09:12:00,09:12:00,3963,10,0,0
15624546,09:15:00,09:15:00,3968,11,0,0
15624546,09:17:00,09:17:00,3971,12,0,0
15624546,09:18:00,09:18:00,3974,13,0,0
15624546,09:19:00,09:19:00,3975,14,0,0
15624546,09:25:00,09:25:00,3906,15,0,0
15624547,10:30:00,10:30:00,3906,0,0,0
15624547,10:38:00,10:38:00,3913,1,0,0
15624547,10:43:00,10:43:00,3916,2,0,0
15624547,10:45:00,10:45:00,3919,3,0,0
15624547,10:49:00,10:49:00,3922,4,0,0
15624547,10:56:00,10:56:00,3928,5,0,0
15624547,11:09:00,11:09:00,3944,6,0,0
15624547,11:26:00,11:26:00,7194,7,0,0
15624547,11:56:00,11:56:00,7973,8,0,0
15624547,12:03:00,12:03:00,339,9,0,0
15624547,12:04:00,12:04:00,337,10,0,0
15624547,12:07:00,12:07:00,333,11,0,0
15624547,12:10:00,12:10:00,326,12,0,0
15624547,12:13:00,12:13:00,324,13,0,0
15624547,12:20:00,12:20:00,1,14,0,0
15624548,12:30:00,12:30:00,1,0,0,0
15624548,12:31:00,12:31:00,323,1,0,0
15624548,12:31:00,12:31:00,325,2,0,0
15624548,12:32:00,12:32:00,332,3,0,0
15624548,12:34:00,12:34:00,338,4,0,0
15624548,12:35:00,12:35:00,340,5,0,0
15624548,12:37:00,12:37:00,7973,6,0,0
15624548,13:00:00,13:00:00,7060,7,0,0
15624548,13:34:00,13:34:00,7194,8,0,0
15624548,14:03:00,14:03:00,3949,9,0,0
15624548,14:13:00,14:13:00,3963,10,0,0
15624548,14:16:00,14:16:00,3968,11,0,0
15624548,14:17:00,14:17:00,3971,12,0,0
15624548,14:19:00,14:19:00,3974,13,0,0
15624548,14:20:00,14:20:00,3975,14,0,0
15624548,14:26:00,14:26:00,3906,15,0,0
15624549,05:40:00,05:40:00,1,0,0,0
15624549,05:41:00,05:41:00,323,1,0,0
15624549,05:43:00,05:43:00,325,2,0,0
15624549,05:45:00,05:45:00,332,3,0,0
15624549,05:51:00,05:51:00,338,4,0,0
15624549,05:55:00,05:55:00,340,5,0,0
15624549,05:57:00,05:57:00,7973,6,0,0
15624549,06:28:00,06:28:00,7194,7,0,0
15624549,06:44:00,06:44:00,3949,8,0,0
15624549,06:57:00,06:57:00,3963,9,0,0
15624549,07:04:00,07:04:00,3968,10,0,0
15624549,07:08:00,07:08:00,3971,11,0,0
15624549,07:11:00,07:11:00,3974,12,0,0
15624549,07:15:00,07:15:00,3975,13,0,0
15624549,07:20:00,07:20:00,3906,14,0,0
15624550,07:30:00,07:30:00,3906,0,0,0
15624550,07:38:00,07:38:00,3913,1,0,0
15624550,07:43:00,07:43:00,3916,2,0,0
15624550,07:45:00,07:45:00,3919,3,0,0
15624550,07:49:00,07:49:00,3922,4,0,0
15624550,07:56:00,07:56:00,3928,5,0,0
15624550,08:09:00,08:09:00,3944,6,0,0
15624550,08:26:00,08:26:00,7194,7,0,0
15624550,08:56:00,08:56:00,7973,8,0,0
15624550,09:03:00,09:03:00,339,9,0,0
15624550,09:04:00,09:04:00,337,10,0,0
15624550,09:07:00,09:07:00,333,11,0,0
15624550,09:10:00,09:10:00,326,12,0,0
15624550,09:13:00,09:13:00,324,13,0,0
15624550,09:20:00,09:20:00,1,14,0,0
15624551,11:00:00,11:00:00,1,0,0,0
15624551,11:01:00,11:01:00,323,1,0,0
15624551,11:03:00,11:03:00,325,2,0,0
15624551,11:05:00,11:05:00,332,3,0,0
15624551,11:11:00,11:11:00,338,4,0,0
15624551,11:15:00,11:15:00,340,5,0,0
15624551,11:17:00,11:17:00,7973,6,0,0
15624551,11:48:00,11:48:00,7194,7,0,0
15624551,12:04:00,12:04:00,3949,8,0,0
15624551,12:17:00,12:17:00,3963,9,0,0
15624551,12:24:00,12:24:00,3968,10,0,0
15624551,12:28:00,12:28:00,3971,11,0,0
15624551,12:31:00,12:31:00,3974,12,0,0
15624551,12:35:00,12:35:00,3975,13,0,0
15624551,12:45:00,12:45:00,3906,14,0,0
15624552,13:30:00,13:30:00,3906,0,0,0
15624552,13:38:00,13:38:00,3913,1,0,0
15624552,13:43:00,13:43:00,3916,2,0,0
15624552,13:45:00,13:45:00,3919,3,0,0
15624552,13:49:00,13:49:00,3922,4,0,0
15624552,13:56:00,13:56:00,3928,5,0,0
15624552,14:09:00,14:09:00,3944,6,0,0
15624552,14:26:00,14:26:00,7194,7,0,0
15624552,14:56:00,14:56:00,7973,8,0,0
15624552,15:03:00,15:03:00,339,9,0,0
15624552,15:04:00,15:04:00,337,10,0,0
15624552,15:07:00,15:07:00,333,11,0,0
15624552,15:10:00,15:10:00,326,12,0,0
15624552,15:13:00,15:13:00,324,13,0,0
15624552,15:20:00,15:20:00,1,14,0,0
15624553,05:40:00,05:40:00,3906,0,0,0
15624553,05:50:00,05:50:00,3913,1,0,0
15624553,05:56:00,05:56:00,3916,2,0,0
15624553,06:01:00,06:01:00,3919,3,0,0
15624553,06:06:00,06:06:00,3922,4,0,0
15624553,06:12:00,06:12:00,3928,5,0,0
15624553,06:27:00,06:27:00,3944,6,0,0
15624553,06:45:00,06:45:00,7194,7,0,0
15624553,07:05:00,07:05:00,6178,8,0,0
15624553,07:09:00,07:09:00,6370,9,0,0
15624553,07:16:00,07:16:00,6372,10,0,0
15624553,07:18:00,07:18:00,6104,11,0,0
15624554,07:30:00,07:30:00,6104,0,0,0
15624554,07:34:00,07:34:00,6102,1,0,0
15624554,07:38:00,07:38:00,6172,2,0,0
15624554,07:41:00,07:41:00,6167,3,0,0
15624554,07:44:00,07:44:00,6171,4,0,0
15624554,07:48:00,07:48:00,6179,5,0,0
15624554,08:05:00,08:05:00,7194,6,0,0
15624554,08:23:00,08:23:00,3949,7,0,0
15624554,08:40:00,08:40:00,3963,8,0,0
15624554,08:48:00,08:48:00,3968,9,0,0
15624554,08:51:00,08:51:00,3971,10,0,0
15624554,08:55:00,08:55:00,3974,11,0,0
15624554,09:00:00,09:00:00,3975,12,0,0
15624554,09:10:00,09:10:00,3906,13,0,0
15624555,10:00:00,10:00:00,3906,0,0,0
15624555,10:10:00,10:10:00,3913,1,0,0
15624555,10:16:00,10:16:00,3916,2,0,0
15624555,10:21:00,10:21:00,3919,3,0,0
15624555,10:26:00,10:26:00,3922,4,0,0
15624555,10:32:00,10:32:00,3928,5,0,0
15624555,10:47:00,10:47:00,3944,6,0,0
15624555,11:05:00,11:05:00,7194,7,0,0
15624555,11:25:00,11:25:00,6178,8,0,0
15624555,11:29:00,11:29:00,6370,9,0,0
15624555,11:36:00,11:36:00,6372,10,0,0
15624555,11:38:00,11:38:00,6104,11,0,0
15624556,11:45:00,11:45:00,6104,0,0,0
15624556,11:49:00,11:49:00,6102,1,0,0
15624556,11:53:00,11:53:00,6172,2,0,0
15624556,11:56:00,11:56:00,6167,3,0,0
15624556,11:59:00,11:59:00,6171,4,0,0
15624556,12:03:00,12:03:00,6179,5,0,0
15624556,12:20:00,12:20:00,7194,6,0,0
15624556,12:38:00,12:38:00,3949,7,0,0
15624556,12:55:00,12:55:00,3963,8,0,0
15624556,13:03:00,13:03:00,3968,9,0,0
15624556,13:06:00,13:06:00,3971,10,0,0
15624556,13:10:00,13:10:00,3974,11,0,0
15624556,13:15:00,13:15:00,3975,12,0,0
15624556,13:25:00,13:25:00,3906,13,0,0
15624557,05:45:00,05:45:00,1,0,0,0
15624557,05:45:00,05:45:00,323,1,0,0
15624557,05:46:00,05:46:00,325,2,0,0
15624557,05:46:00,05:46:00,332,3,0,0
15624557,05:47:00,05:47:00,338,4,0,0
15624557,05:48:00,05:48:00,340,5,0,0
15624557,05:50:00,05:50:00,7973,6,0,0
15624557,06:55:00,06:55:00,4865,7,0,0
15624557,07:11:00,07:11:00,7881,8,0,0
15624557,07:56:00,07:56:00,7525,9,0,0
15624557,07:56:00,07:56:00,7090,10,0,0
15624557,07:57:00,07:57:00,7078,11,0,0
15624557,07:59:00,07:59:00,1352,12,0,0
15624557,08:01:00,08:01:00,2004,13,0,0
15624557,08:03:00,08:03:00,1910,14,0,0
15624558,09:00:00,09:00:00,1297,0,0,0
15624558,09:02:00,09:02:00,1975,1,0,0
15624558,09:03:00,09:03:00,1303,2,0,0
15624558,09:05:00,09:05:00,7073,3,0,0
15624558,09:10:00,09:10:00,7074,4,0,0
15624558,10:54:00,10:54:00,7973,5,0,0
15624558,10:56:00,10:56:00,339,6,0,0
15624558,10:57:00,10:57:00,337,7,0,0
15624558,10:58:00,10:58:00,333,8,0,0
15624558,10:59:00,10:59:00,326,9,0,0
15624558,10:59:00,10:59:00,324,10,0,0
15624558,11:00:00,11:00:00,1,11,0,0
15624559,05:50:00,05:50:00,7994,0,0,0
15624559,05:55:00,05:55:00,5683,1,0,0
15624559,06:10:00,06:10:00,5602,2,0,0
15624559,06:14:00,06:14:00,5847,3,0,0
15624559,06:18:00,06:18:00,5850,4,0,0
15624559,06:22:00,06:22:00,5854,5,0,0
15624559,06:26:00,06:26:00,5858,6,0,0
15624559,06:33:00,06:33:00,5867,7,0,0
15624559,07:25:00,07:25:00,7973,8,0,0
15624559,07:31:00,07:31:00,339,9,0,0
15624559,07:33:00,07:33:00,337,10,0,0
15624559,07:35:00,07:35:00,333,11,0,0
15624559,07:37:00,07:37:00,326,12,0,0
15624559,07:43:00,07:43:00,324,13,0,0
15624559,07:45:00,07:45:00,1,14,0,0
15624560,08:00:00,08:00:00,1,0,0,0
15624560,08:02:00,08:02:00,323,1,0,0
15624560,08:05:00,08:05:00,325,2,0,0
15624560,08:07:00,08:07:00,332,3,0,0
15624560,08:10:00,08:10:00,338,4,0,0
15624560,08:13:00,08:13:00,340,5,0,0
15624560,08:15:00,08:15:00,7973,6,0,0
15624560,08:30:00,08:30:00,7060,7,0,0
15624560,09:09:00,09:09:00,5901,8,0,0
15624560,09:15:00,09:15:00,5859,9,0,0
15624560,09:19:00,09:19:00,5853,10,0,0
15624560,09:22:00,09:22:00,5849,11,0,0
15624560,09:26:00,09:26:00,5848,12,0,0
15624560,09:30:00,09:30:00,5603,13,0,0
15624560,09:40:00,09:40:00,8010,14,0,0
15624560,09:45:00,09:45:00,7994,15,0,0
15624561,10:30:00,10:30:00,7994,0,0,0
15624561,10:35:00,10:35:00,5683,1,0,0
15624561,10:50:00,10:50:00,5602,2,0,0
15624561,10:54:00,10:54:00,5847,3,0,0
15624561,10:58:00,10:58:00,5850,4,0,0
15624561,11:02:00,11:02:00,5854,5,0,0
15624561,11:06:00,11:06:00,5858,6,0,0
15624561,11:13:00,11:13:00,5867,7,0,0
15624561,12:05:00,12:05:00,7973,8,0,0
15624561,12:11:00,12:11:00,339,9,0,0
15624561,12:13:00,12:13:00,337,10,0,0
15624561,12:15:00,12:15:00,333,11,0,0
15624561,12:17:00,12:17:00,326,12,0,0
15624561,12:23:00,12:23:00,324,13,0,0
15624561,12:25:00,12:25:00,1,14,0,0
15624562,13:00:00,13:00:00,1,0,0,0
15624562,13:02:00,13:02:00,323,1,0,0
15624562,13:03:00,13:03:00,325,2,0,0
15624562,13:05:00,13:05:00,332,3,0,0
15624562,13:07:00,13:07:00,338,4,0,0
15624562,13:10:00,13:10:00,340,5,0,0
15624562,13:15:00,13:15:00,7973,6,0,0
15624562,14:29:00,14:29:00,5901,7,0,0
15624562,14:31:00,14:31:00,5859,8,0,0
15624562,14:33:00,14:33:00,5853,9,0,0
15624562,14:34:00,14:34:00,5849,10,0,0
15624562,14:35:00,14:35:00,5848,11,0,0
15624562,14:37:00,14:37:00,5603,12,0,0
15624562,14:46:00,14:46:00,8010,13,0,0
15624562,14:50:00,14:50:00,7994,14,0,0
15624563,05:55:00,05:55:00,8040,0,0,0
15624563,05:57:00,05:57:00,6172,1,0,0
15624563,06:05:00,06:05:00,6367,2,0,0
15624563,06:07:00,06:07:00,6869,3,0,0
15624563,06:09:00,06:09:00,6284,4,0,0
15624563,06:11:00,06:11:00,6280,5,0,0
15624563,07:13:00,07:13:00,339,6,0,0
15624563,07:14:00,07:14:00,337,7,0,0
15624563,07:18:00,07:18:00,326,8,0,0
15624563,07:23:00,07:23:00,2845,9,0,0
15624563,07:25:00,07:25:00,2839,10,0,0
15624563,07:26:00,07:26:00,2788,11,0,0
15624563,07:30:00,07:30:00,1,12,0,0
15624564,07:30:00,07:30:00,1,0,0,0
15624564,07:32:00,07:32:00,323,1,0,0
15624564,07:34:00,07:34:00,325,2,0,0
15624564,07:37:00,07:37:00,332,3,0,0
15624564,07:40:00,07:40:00,338,4,0,0
15624564,07:43:00,07:43:00,340,5,0,0
15624564,07:45:00,07:45:00,7973,6,0,0
15624564,08:10:00,08:10:00,6279,7,0,0
15624564,08:15:00,08:15:00,6285,8,0,0
15624564,08:17:00,08:17:00,6286,9,0,0
15624564,08:19:00,08:19:00,6393,10,0,0
15624564,08:23:00,08:23:00,6372,11,0,0
15624564,08:25:00,08:25:00,6104,12,0,0
15624565,09:15:00,09:15:00,6104,0,0,0
15624565,09:16:00,09:16:00,6102,1,0,0
15624565,09:17:00,09:17:00,6172,2,0,0
15624565,09:19:00,09:19:00,6367,3,0,0
15624565,09:21:00,09:21:00,6869,4,0,0
15624565,09:23:00,09:23:00,6284,5,0,0
15624565,09:25:00,09:25:00,6280,6,0,0
15624565,10:01:00,10:01:00,7973,7,0,0
15624565,10:09:00,10:09:00,339,8,0,0
15624565,10:10:00,10:10:00,337,9,0,0
15624565,10:14:00,10:14:00,333,10,0,0
15624565,10:18:00,10:18:00,326,11,0,0
15624565,10:21:00,10:21:00,324,12,0,0
15624565,10:30:00,10:30:00,1,13,0,0
15624566,11:00:00,11:00:00,1,0,0,0
15624566,11:02:00,11:02:00,323,1,0,0
15624566,11:04:00,11:04:00,325,2,0,0
15624566,11:07:00,11:07:00,332,3,0,0
15624566,11:10:00,11:10:00,338,4,0,0
15624566,11:13:00,11:13:00,340,5,0,0
15624566,11:15:00,11:15:00,7973,6,0,0
15624566,11:40:00,11:40:00,6279,7,0,0
15624566,11:45:00,11:45:00,6285,8,0,0
15624566,11:47:00,11:47:00,6286,9,0,0
15624566,11:49:00,11:49:00,6393,10,0,0
15624566,11:53:00,11:53:00,6372,11,0,0
15624566,11:55:00,11:55:00,6104,12,0,0
15624567,13:00:00,13:00:00,6104,0,0,0
15624567,13:01:00,13:01:00,6102,1,0,0
15624567,13:02:00,13:02:00,6172,2,0,0
15624567,13:04:00,13:04:00,6367,3,0,0
15624567,13:06:00,13:06:00,6869,4,0,0
15624567,13:08:00,13:08:00,6284,5,0,0
15624567,13:10:00,13:10:00,6280,6,0,0
15624567,13:46:00,13:46:00,7973,7,0,0
15624567,13:54:00,13:54:00,339,8,0,0
15624567,13:55:00,13:55:00,337,9,0,0
15624567,13:59:00,13:59:00,333,10,0,0
15624567,14:03:00,14:03:00,326,11,0,0
15624567,14:06:00,14:06:00,324,12,0,0
15624567,14:10:00,14:10:00,1,13,0,0
15624568,14:20:00,14:20:00,2845,0,0,0
15624568,14:25:00,14:25:00,2788,1,0,0
15624568,14:30:00,14:30:00,53,2,0,0
15624568,14:32:00,14:32:00,323,3,0,0
15624568,14:34:00,14:34:00,325,4,0,0
15624568,14:35:00,14:35:00,332,5,0,0
15624568,15:37:00,15:37:00,338,6,0,0
15624568,15:41:00,15:41:00,340,7,0,0
15624568,15:42:00,15:42:00,6279,8,0,0
15624568,15:45:00,15:45:00,6285,9,0,0
15624568,15:47:00,15:47:00,6286,10,0,0
15624568,15:48:00,15:48:00,6393,11,0,0
15624568,15:50:00,15:50:00,6372,12,0,0
15624569,05:55:00,05:55:00,6104,0,0,0
15624569,05:59:00,05:59:00,6102,1,0,0
15624569,06:03:00,06:03:00,6172,2,0,0
15624569,06:06:00,06:06:00,6167,3,0,0
15624569,06:09:00,06:09:00,6171,4,0,0
15624569,06:13:00,06:13:00,6179,5,0,0
15624569,06:30:00,06:30:00,7194,6,0,0
15624569,06:45:00,06:45:00,3949,7,0,0
15624569,06:55:00,06:55:00,3963,8,0,0
15624569,07:05:00,07:05:00,3968,9,0,0
15624569,07:10:00,07:10:00,3971,10,0,0
15624569,07:15:00,07:15:00,3974,11,0,0
15624569,07:20:00,07:20:00,3975,12,0,0
15624569,07:25:00,07:25:00,3906,13,0,0
15624570,11:30:00,11:30:00,3906,0,0,0
15624570,11:40:00,11:40:00,3913,1,0,0
15624570,11:46:00,11:46:00,3916,2,0,0
15624570,11:51:00,11:51:00,3919,3,0,0
15624570,11:56:00,11:56:00,3922,4,0,0
15624570,12:02:00,12:02:00,3928,5,0,0
15624570,12:17:00,12:17:00,3944,6,0,0
15624570,12:35:00,12:35:00,7194,7,0,0
15624570,12:55:00,12:55:00,6178,8,0,0
15624570,12:59:00,12:59:00,6370,9,0,0
15624570,13:06:00,13:06:00,6372,10,0,0
15624570,13:08:00,13:08:00,6104,11,0,0
15624571,05:55:00,05:55:00,7994,0,0,0
15624571,05:58:00,05:58:00,5683,1,0,0
15624571,06:09:00,06:09:00,5602,2,0,0
