trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
15326869,05:20:00,05:20:00,5950,0,0,0
15326869,05:20:00,05:20:00,5952,1,0,0
15326869,05:38:00,05:38:00,8009,2,0,0
15326869,05:38:00,05:38:00,5973,3,0,0
15326869,05:39:00,05:39:00,5974,4,0,0
15326869,05:41:00,05:41:00,5964,5,0,0
15326869,05:42:00,05:42:00,5976,6,0,0
15326869,05:51:00,05:51:00,5869,7,0,0
15326869,05:52:00,05:52:00,5871,8,0,0
15326869,05:53:00,05:53:00,5872,9,0,0
15326869,05:54:00,05:54:00,5874,10,0,0
15326869,05:55:00,05:55:00,5876,11,0,0
15326869,05:56:00,05:56:00,5878,12,0,0
15326869,05:58:00,05:58:00,5879,13,0,0
15326869,05:58:00,05:58:00,5901,14,0,0
15326869,05:58:00,05:58:00,5866,15,0,0
15326869,05:59:00,05:59:00,5864,16,0,0
15326869,06:00:00,06:00:00,5862,17,0,0
15326869,06:01:00,06:01:00,5861,18,0,0
15326869,06:02:00,06:02:00,5859,19,0,0
15326869,06:03:00,06:03:00,5856,20,0,0
15326869,06:05:00,06:05:00,5853,21,0,0
15326869,06:05:00,06:05:00,5852,22,0,0
15326869,06:07:00,06:07:00,5849,23,0,0
15326869,06:08:00,06:08:00,5883,24,0,0
15326869,06:10:00,06:10:00,7997,25,0,0
15326869,06:10:00,06:10:00,5900,26,0,0
15326869,06:11:00,06:11:00,5848,27,0,0
15326869,06:12:00,06:12:00,5665,28,0,0
15326869,06:13:00,06:13:00,5605,29,0,0
15326869,06:13:00,06:13:00,5604,30,0,0
15326869,06:15:00,06:15:00,5603,31,0,0
15326870,05:20:00,05:20:00,5934,0,0,0
15326870,05:21:00,05:21:00,7071,1,0,0
15326870,05:21:00,05:21:00,5933,2,0,0
15326870,05:23:00,05:23:00,5935,3,0,0
15326870,05:24:00,05:24:00,5936,4,0,0
15326870,05:25:00,05:25:00,5948,5,0,0
15326870,05:25:00,05:25:00,5949,6,0,0
15326870,05:27:00,05:27:00,5968,7,0,0
15326870,05:32:00,05:32:00,5970,8,0,0
15326870,05:32:00,05:32:00,5956,9,0,0
15326870,05:34:00,05:34:00,5959,10,0,0
15326870,05:35:00,05:35:00,5960,11,0,0
15326870,05:44:00,05:44:00,5962,12,0,0
